Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Large,Outlet_Medium,Outlet_Small
FDW46,13.0,1,0.07,1,65.7484,1,35,0,2,1,391.4904,1.0,0.0,0.0
FDW19,12.86,1,0.038,0,109.957,5,37,1,2,3,4504.137,0.0,1.0,0.0
FDY01,11.8,1,0.171,1,113.8834,9,23,1,0,1,1382.2008,0.0,1.0,0.0
FDG60,20.35,0,0.061,0,233.6616,9,23,1,0,1,2577.9776,0.0,1.0,0.0
FDL22,16.85,0,0.036,1,90.3488,9,23,1,0,1,996.0368,0.0,1.0,0.0
DRK01,7.63,0,0.061,2,94.0436,7,20,2,1,1,1134.5232,0.0,0.0,1.0
FDO12,15.75,0,0.055,0,195.3452,1,35,0,2,1,1761.7068,1.0,0.0,0.0
FDX12,18.2,1,0.026,0,241.8196,8,25,2,0,1,4097.3332,0.0,0.0,1.0
FDR28,13.85,1,0.026,1,164.921,9,23,1,0,1,2609.936,0.0,1.0,0.0
FDH57,10.89,0,0.036,0,132.9284,2,15,2,1,1,3295.71,0.0,0.0,1.0
FDC04,15.6,0,0.045,0,242.9854,3,13,1,2,2,2175.1686,0.0,1.0,0.0
NCI06,11.3,0,0.048,0,181.466,1,35,0,2,1,3775.086,1.0,0.0,0.0
NCY53,20.0,0,0.059,2,111.6544,2,15,2,1,1,1565.9616,0.0,0.0,1.0
FDR22,19.35,1,0.019,1,112.9544,2,15,2,1,1,2908.2144,0.0,0.0,1.0
FDM33,15.6,0,0.088,1,221.5798,1,35,0,2,1,5509.495,1.0,0.0,0.0
FDO57,12.86,0,0.19,1,159.4578,4,37,2,0,0,160.4578,0.0,0.0,1.0
FDO56,10.2,1,0.045,0,118.4808,3,13,1,2,2,1640.5312,0.0,1.0,0.0
FDO58,12.86,0,0.039,1,164.8526,5,37,1,2,3,2631.2416,0.0,1.0,0.0
FDQ45,9.5,1,0.011,1,183.8608,6,18,2,1,1,2572.6512,0.0,0.0,1.0
FDO60,12.86,0,0.034,0,43.3086,5,37,1,2,3,624.5204,0.0,1.0,0.0
FDI34,10.65,1,0.085,1,229.7668,9,23,1,0,1,3916.2356,0.0,1.0,0.0
FDJ26,12.86,1,0.084,1,215.5218,5,37,1,2,3,4915.6014,0.0,1.0,0.0
FDV08,7.35,0,0.029,0,40.8454,1,35,0,2,1,587.2356,1.0,0.0,0.0
DRD60,15.7,0,0.037,2,179.7634,3,13,1,2,2,1817.634,0.0,1.0,0.0
FDX20,12.86,0,0.042,0,227.272,5,37,1,2,3,6501.8699,0.0,1.0,0.0
FDG59,15.85,0,0.043,0,39.4164,3,13,1,2,2,154.4656,0.0,1.0,0.0
FDN58,13.8,1,0.057,1,231.1984,8,25,2,0,1,5097.3648,0.0,0.0,1.0
FDV48,9.2,1,0.052,0,79.8644,1,35,0,2,1,785.644,1.0,0.0,0.0
FDA15,9.3,0,0.016,0,248.8092,2,15,2,1,1,5976.2208,0.0,0.0,1.0
FDI19,15.1,0,0.052,0,242.9512,1,35,0,2,1,4847.024,1.0,0.0,0.0
FDX19,19.1,0,0.097,0,234.4958,3,13,1,2,2,1635.8706,0.0,1.0,0.0
FDO52,11.6,1,0.077,1,172.4106,9,23,1,0,1,4277.765,0.0,1.0,0.0
NCO05,7.27,0,0.047,2,98.6384,7,20,2,1,1,1970.768,0.0,0.0,1.0
NCP17,19.35,0,0.028,2,62.5168,9,23,1,0,1,1534.0032,0.0,1.0,0.0
FDK56,9.7,0,0.066,0,186.7898,0,24,2,2,0,561.2694,0.0,0.0,1.0
NCG43,20.2,0,0.066,0,94.1462,8,25,2,0,1,832.9158,0.0,0.0,1.0
DRM59,12.86,0,0.004,2,154.6998,5,37,1,2,3,3229.7958,0.0,1.0,0.0
FDA47,10.5,1,0.117,0,164.121,2,15,2,1,1,2773.057,0.0,0.0,1.0
FDY20,12.5,1,0.082,0,92.3488,1,35,0,2,1,1177.1344,1.0,0.0,0.0
FDZ22,12.86,0,0.079,1,81.825,4,37,2,0,0,83.225,0.0,0.0,1.0
FDB52,17.75,0,0.03,0,256.0672,1,35,0,2,1,2045.3376,1.0,0.0,0.0
NCS29,9.0,0,0.07,2,264.8884,2,15,2,1,1,2914.8724,0.0,0.0,1.0
DRC12,17.85,0,0.038,2,190.4188,9,23,1,0,1,952.094,0.0,1.0,0.0
FDP13,12.86,1,0.235,1,41.548,4,37,2,0,0,79.896,0.0,0.0,1.0
DRF23,4.61,0,0.123,2,175.2396,3,13,1,2,2,2093.2752,0.0,1.0,0.0
FDB56,8.75,1,0.075,0,186.8556,1,35,0,2,1,6501.8699,1.0,0.0,0.0
FDQ47,7.16,1,0.169,0,35.2874,2,15,2,1,1,388.1614,0.0,0.0,1.0
FDY39,12.86,1,0.066,0,182.0608,5,37,1,2,3,6501.8699,0.0,1.0,0.0
FDY36,12.3,0,0.009,0,71.338,7,20,2,1,1,1098.57,0.0,0.0,1.0
NCM17,7.93,0,0.071,2,44.9086,1,35,0,2,1,802.9548,1.0,0.0,0.0
DRN35,8.01,0,0.07,2,34.9532,6,18,2,1,1,539.298,0.0,0.0,1.0
FDK22,9.8,0,0.044,1,217.185,0,24,2,2,0,432.77,0.0,0.0,1.0
FDI07,12.86,1,0.059,0,199.3426,4,37,2,0,0,395.4852,0.0,0.0,1.0
DRK37,5.0,0,0.066,2,190.453,0,24,2,2,0,379.506,0.0,0.0,1.0
NCP05,19.6,0,0.042,2,150.9024,0,24,2,2,0,303.6048,0.0,0.0,1.0
NCD42,16.5,0,0.013,2,36.3506,9,23,1,0,1,872.8638,0.0,1.0,0.0
FDW11,12.6,0,0.049,0,61.0194,9,23,1,0,1,1052.6298,0.0,1.0,0.0
FDI14,14.1,0,0.09,1,140.2496,2,15,2,1,1,2681.8424,0.0,0.0,1.0
NCY42,6.38,0,0.015,0,144.947,9,23,1,0,1,3435.528,0.0,1.0,0.0
FDV26,20.25,1,0.066,0,194.2794,9,23,1,0,1,4291.7468,0.0,1.0,0.0
FDX15,12.86,0,0.156,0,159.7578,5,37,1,2,3,641.8312,0.0,1.0,0.0
NCG07,12.3,0,0.053,0,190.853,8,25,2,0,1,4364.319,0.0,0.0,1.0
FDC44,15.6,0,0.173,0,114.8518,8,25,2,0,1,2163.1842,0.0,0.0,1.0
FDC47,15.0,0,0.119,1,229.4694,6,18,2,1,1,5937.6044,0.0,0.0,1.0
NCK53,11.6,0,0.038,2,98.4042,9,23,1,0,1,1388.8588,0.0,1.0,0.0
FDY49,12.86,1,0.021,1,164.7184,4,37,2,0,0,495.3552,0.0,0.0,1.0
NCM07,12.86,0,0.07,2,83.9908,4,37,2,0,0,167.7816,0.0,0.0,1.0
FDR47,17.85,0,0.088,0,193.3794,2,15,2,1,1,4291.7468,0.0,0.0,1.0
FDS59,14.8,1,0.044,0,108.757,6,18,2,1,1,1867.569,0.0,0.0,1.0
DRK47,7.91,0,0.064,2,229.9694,9,23,1,0,1,4567.388,0.0,1.0,0.0
FDZ27,12.86,0,0.066,0,51.235,4,37,2,0,0,49.935,0.0,0.0,1.0
FDE36,12.86,1,0.066,0,165.5868,5,37,1,2,3,5404.9644,0.0,1.0,0.0
FDM51,11.8,1,0.026,0,101.9674,6,18,2,1,1,1731.7458,0.0,0.0,1.0
FDY48,14.0,0,0.024,0,103.2332,8,25,2,0,1,1845.5976,0.0,0.0,1.0
FDA35,14.85,1,0.054,0,123.0072,9,23,1,0,1,1960.1152,0.0,1.0,0.0
NCL31,7.39,0,0.121,2,143.447,3,13,1,2,2,2290.352,0.0,1.0,0.0
FDC47,15.0,0,0.119,1,229.9694,1,35,0,2,1,4339.0186,1.0,0.0,0.0
FDI26,12.86,0,0.035,1,179.4344,5,37,1,2,3,6066.7696,0.0,1.0,0.0
FDQ16,19.7,0,0.042,1,108.0912,7,20,2,1,1,1965.4416,0.0,0.0,1.0
FDK15,10.8,0,0.165,0,98.4042,0,24,2,2,0,99.2042,0.0,0.0,1.0
NCO53,12.86,0,0.174,2,184.0608,5,37,1,2,3,6431.628,0.0,1.0,0.0
FDG12,12.86,1,0.006,0,122.4098,5,37,1,2,3,3735.8038,0.0,1.0,0.0
FDU28,12.86,1,0.093,1,189.1214,5,37,1,2,3,2261.0568,0.0,1.0,0.0
FDI20,12.86,0,0.068,0,211.3586,4,37,2,0,0,422.1172,0.0,0.0,1.0
DRN37,9.6,0,0.161,2,165.3158,0,24,2,2,0,334.2316,0.0,0.0,1.0
FDD28,10.7,0,0.053,1,59.6904,8,25,2,0,1,937.4464,0.0,0.0,1.0
FDP31,21.1,1,0.161,0,62.9168,6,18,2,1,1,1086.5856,0.0,0.0,1.0
DRD27,12.86,0,0.042,0,98.3042,4,37,2,0,0,198.4084,0.0,0.0,1.0
DRF01,12.86,0,0.307,2,147.3102,4,37,2,0,0,291.6204,0.0,0.0,1.0
DRD25,6.13,0,0.079,2,111.286,3,13,1,2,2,2263.72,0.0,1.0,0.0
FDD53,16.2,0,0.044,1,43.3454,2,15,2,1,1,922.7988,0.0,0.0,1.0
FDQ24,15.7,0,0.074,0,253.4724,7,20,2,1,1,2013.3792,0.0,0.0,1.0
FDY49,17.2,1,0.012,1,164.4184,2,15,2,1,1,2641.8944,0.0,0.0,1.0
NCP18,12.15,0,0.029,0,150.4708,8,25,2,0,1,2257.062,0.0,0.0,1.0
FDT07,12.86,1,0.077,0,257.133,5,37,1,2,3,6501.8699,0.0,1.0,0.0
FDG46,8.63,1,0.055,1,114.7518,0,24,2,2,0,455.4072,0.0,0.0,1.0
FDH50,15.0,1,0.162,1,182.5266,3,13,1,2,2,1290.9862,0.0,1.0,0.0
FDS40,12.86,0,0.025,1,34.619,4,37,2,0,0,36.619,0.0,0.0,1.0
FDZ60,12.86,0,0.119,0,108.5596,5,37,1,2,3,1725.7536,0.0,1.0,0.0
FDG38,8.97,1,0.053,1,86.6224,7,20,2,1,1,1619.2256,0.0,0.0,1.0
FDG31,12.15,0,0.038,0,64.7826,6,18,2,1,1,904.1564,0.0,0.0,1.0
FDS39,6.89,0,0.023,0,143.7812,2,15,2,1,1,1994.7368,0.0,0.0,1.0
FDL22,12.86,0,0.036,1,92.5488,5,37,1,2,3,2625.9152,0.0,1.0,0.0
FDQ20,8.32,0,0.03,0,39.3138,6,18,2,1,1,974.7312,0.0,0.0,1.0
DRB24,8.79,0,0.021,2,153.1656,2,15,2,1,1,1853.5872,0.0,0.0,1.0
DRI51,12.86,0,0.042,0,172.6764,5,37,1,2,3,6183.9504,0.0,1.0,0.0
FDJ60,19.35,1,0.063,0,163.9184,6,18,2,1,1,3137.2496,0.0,0.0,1.0
FDB40,17.5,1,0.013,0,144.8102,0,24,2,2,0,291.6204,0.0,0.0,1.0
FDO15,16.75,1,0.009,0,72.4038,2,15,2,1,1,739.038,0.0,0.0,1.0
FDI53,8.89,1,0.138,1,161.5236,6,18,2,1,1,1772.3596,0.0,0.0,1.0
FDZ14,7.71,1,0.048,0,122.4756,8,25,2,0,1,605.878,0.0,0.0,1.0
NCD54,12.86,0,0.051,0,142.7786,4,37,2,0,0,144.4786,0.0,0.0,1.0
FDF28,15.7,1,0.038,1,124.1046,8,25,2,0,1,1120.5414,0.0,0.0,1.0
FDD39,16.7,0,0.071,0,217.685,2,15,2,1,1,2163.85,0.0,0.0,1.0
NCN54,20.35,0,0.021,0,76.1328,8,25,2,0,1,772.328,0.0,0.0,1.0
NCO41,12.5,0,0.019,2,100.1384,2,15,2,1,1,2167.8448,0.0,0.0,1.0
FDH45,15.1,1,0.106,0,41.6796,8,25,2,0,1,495.3552,0.0,0.0,1.0
NCD55,14.0,0,0.041,0,43.4454,0,24,2,2,0,41.9454,0.0,0.0,1.0
DRK35,8.37,0,0.072,2,39.6506,2,15,2,1,1,834.9132,0.0,0.0,1.0
FDM25,10.7,1,0.061,0,177.5712,2,15,2,1,1,2636.568,0.0,0.0,1.0
NCW30,5.21,0,0.011,0,259.5962,6,18,2,1,1,2848.9582,0.0,0.0,1.0
FDU15,13.65,1,0.066,0,37.9532,7,20,2,1,1,575.2512,0.0,0.0,1.0
DRN35,8.01,0,0.07,2,37.5532,8,25,2,0,1,1366.2216,0.0,0.0,1.0
FDN28,5.88,1,0.03,1,104.099,9,23,1,0,1,412.796,0.0,1.0,0.0
NCK29,5.62,0,0.211,2,121.373,0,24,2,2,0,123.173,0.0,0.0,1.0
FDA49,19.7,0,0.065,1,87.0198,9,23,1,0,1,697.7584,0.0,1.0,0.0
FDE40,12.86,1,0.174,0,60.0194,4,37,2,0,0,123.8388,0.0,0.0,1.0
FDD52,18.25,1,0.184,0,110.857,9,23,1,0,1,1977.426,0.0,1.0,0.0
FDZ31,15.35,1,0.114,0,189.7504,3,13,1,2,2,2492.7552,0.0,1.0,0.0
FDA13,12.86,0,0.078,1,39.9506,5,37,1,2,3,721.0614,0.0,1.0,0.0
FDU08,10.3,0,0.027,0,101.2042,1,35,0,2,1,396.8168,1.0,0.0,0.0
FDU15,13.65,1,0.027,0,35.1532,8,25,2,0,1,790.9704,0.0,0.0,1.0
FDD45,8.62,0,0.116,0,95.9436,6,18,2,1,1,2741.7644,0.0,0.0,1.0
FDY50,5.8,0,0.131,0,87.8172,7,20,2,1,1,1070.6064,0.0,0.0,1.0
FDD08,8.3,0,0.035,0,36.2506,9,23,1,0,1,834.9132,0.0,1.0,0.0
NCE30,16.0,0,0.066,0,210.4902,7,20,2,1,1,3610.6334,0.0,0.0,1.0
FDB05,5.16,0,0.083,1,247.2776,9,23,1,0,1,5944.2624,0.0,1.0,0.0
FDS09,8.89,1,0.081,1,49.8008,7,20,2,1,1,1062.6168,0.0,0.0,1.0
FDZ07,15.1,1,0.066,0,63.7194,3,13,1,2,2,1362.2268,0.0,1.0,0.0
FDS57,15.5,0,0.103,1,144.847,6,18,2,1,1,1717.764,0.0,0.0,1.0
FDX28,6.33,0,0.126,1,100.9042,3,13,1,2,2,2083.2882,0.0,1.0,0.0
FDN56,12.86,1,0.187,0,145.8786,4,37,2,0,0,288.9572,0.0,0.0,1.0
FDX44,9.3,0,0.043,0,89.3172,6,18,2,1,1,2051.9956,0.0,0.0,1.0
NCF19,12.86,0,0.035,0,49.0034,5,37,1,2,3,826.2578,0.0,1.0,0.0
NCA17,20.6,0,0.046,2,149.2392,3,13,1,2,2,4026.7584,0.0,1.0,0.0
FDY40,15.5,1,0.086,1,49.6692,8,25,2,0,1,788.3072,0.0,0.0,1.0
NCX54,9.2,0,0.048,0,105.6622,6,18,2,1,1,1693.7952,0.0,0.0,1.0
FDK28,5.7,0,0.066,1,258.2646,8,25,2,0,1,5410.9566,0.0,0.0,1.0
FDI32,12.86,0,0.174,0,113.2834,5,37,1,2,3,4376.9692,0.0,1.0,0.0
FDT11,5.94,1,0.029,0,188.0556,3,13,1,2,2,938.778,0.0,1.0,0.0
FDO32,6.36,0,0.121,0,45.906,2,15,2,1,1,1118.544,0.0,0.0,1.0
DRJ01,12.86,0,0.114,2,160.9236,5,37,1,2,3,2255.7304,0.0,1.0,0.0
FDW02,4.8,1,0.066,0,123.9704,7,20,2,1,1,2253.0672,0.0,0.0,1.0
NCK30,14.85,0,0.061,0,254.8698,1,35,0,2,1,4819.7262,1.0,0.0,0.0
NCM43,14.5,0,0.019,2,161.621,1,35,0,2,1,2120.573,1.0,0.0,0.0
FDJ14,10.3,1,0.05,1,77.896,8,25,2,0,1,1278.336,0.0,0.0,1.0
FDE59,12.15,0,0.062,0,37.9532,6,18,2,1,1,1078.596,0.0,0.0,1.0
FDN10,11.5,0,0.046,1,120.3124,7,20,2,1,1,474.0496,0.0,0.0,1.0
NCC18,19.1,0,0.177,0,174.0422,8,25,2,0,1,1724.422,0.0,0.0,1.0
FDN34,12.86,1,0.08,1,168.7132,4,37,2,0,0,338.2264,0.0,0.0,1.0
FDU12,15.5,1,0.076,0,265.1568,3,13,1,2,2,2109.2544,0.0,1.0,0.0
FDR33,7.31,0,0.027,1,110.357,8,25,2,0,1,3185.853,0.0,0.0,1.0
FDP33,18.7,0,0.089,1,257.3672,1,35,0,2,1,2045.3376,1.0,0.0,0.0
FDT49,7.0,0,0.151,1,107.028,1,35,0,2,1,2876.256,1.0,0.0,0.0
FDK02,12.5,0,0.112,1,121.144,6,18,2,1,1,1438.128,0.0,0.0,1.0
NCM07,9.39,0,0.04,2,84.0908,8,25,2,0,1,419.454,0.0,0.0,1.0
FDX38,10.5,1,0.048,0,45.9376,8,25,2,0,1,575.2512,0.0,0.0,1.0
FDS56,5.79,1,0.065,0,262.1252,0,24,2,2,0,786.9756,0.0,0.0,1.0
FDU26,16.7,1,0.043,0,120.7782,9,23,1,0,1,1072.6038,0.0,1.0,0.0
FDR16,5.84,1,0.105,1,214.4218,9,23,1,0,1,5343.045,0.0,1.0,0.0
FDA58,9.39,0,0.104,1,235.8932,8,25,2,0,1,942.7728,0.0,0.0,1.0
FDI26,5.94,0,0.035,1,179.8344,3,13,1,2,2,1249.0408,0.0,1.0,0.0
FDU36,6.15,0,0.046,0,97.8384,6,18,2,1,1,2069.3064,0.0,0.0,1.0
FDG60,20.35,0,0.061,0,234.2616,6,18,2,1,1,4687.232,0.0,0.0,1.0
FDH14,17.1,1,0.078,1,141.8838,0,24,2,2,0,280.9676,0.0,0.0,1.0
FDQ37,12.86,0,0.089,0,192.2478,5,37,1,2,3,6501.8699,0.0,1.0,0.0
FDW23,5.76,0,0.082,0,36.7164,1,35,0,2,1,849.5608,1.0,0.0,0.0
FDM03,12.65,0,0.124,0,107.7938,2,15,2,1,1,2251.0698,0.0,0.0,1.0
FDB58,10.5,1,0.013,1,140.0154,1,35,0,2,1,3119.9388,1.0,0.0,0.0
FDR09,18.25,0,0.078,1,260.2962,1,35,0,2,1,1035.9848,1.0,0.0,0.0
FDR48,11.65,0,0.066,0,149.8024,3,13,1,2,2,1821.6288,0.0,1.0,0.0
FDZ52,19.2,0,0.1,1,110.2886,8,25,2,0,1,778.3202,0.0,0.0,1.0
DRD60,15.7,0,0.037,2,182.7634,9,23,1,0,1,3453.5046,0.0,1.0,0.0
FDJ14,10.3,1,0.05,1,80.096,1,35,0,2,1,239.688,1.0,0.0,0.0
NCY29,13.65,0,0.077,2,56.893,8,25,2,0,1,1188.453,0.0,0.0,1.0
NCP41,16.6,0,0.016,2,108.8596,1,35,0,2,1,970.7364,1.0,0.0,0.0
FDK46,9.6,0,0.052,1,258.462,7,20,2,1,1,4673.916,0.0,0.0,1.0
FDI48,11.85,1,0.056,0,50.5666,1,35,0,2,1,922.7988,1.0,0.0,0.0
FDX48,12.86,1,0.066,0,154.1656,4,37,2,0,0,617.8624,0.0,0.0,1.0
NCI29,8.6,0,0.033,2,141.2154,9,23,1,0,1,709.077,0.0,1.0,0.0
FDL51,20.7,1,0.047,0,213.9876,8,25,2,0,1,2143.876,0.0,0.0,1.0
FDU21,11.8,1,0.077,1,35.7558,2,15,2,1,1,577.2486,0.0,0.0,1.0
FDA08,12.86,1,0.088,0,162.5526,4,37,2,0,0,328.9052,0.0,0.0,1.0
FDK03,12.6,1,0.074,0,255.9356,3,13,1,2,2,4832.3764,0.0,1.0,0.0
DRH39,20.7,0,0.093,0,77.667,9,23,1,0,1,2220.443,0.0,1.0,0.0
NCR18,15.85,0,0.021,0,41.6112,3,13,1,2,2,255.6672,0.0,1.0,0.0
NCX42,6.36,0,0.006,0,163.6526,8,25,2,0,1,1151.1682,0.0,0.0,1.0
FDR15,9.3,1,0.033,0,156.6314,9,23,1,0,1,1241.0512,0.0,1.0,0.0
FDN60,12.86,0,0.167,0,157.6604,4,37,2,0,0,316.9208,0.0,0.0,1.0
FDH24,20.7,0,0.022,0,157.0288,2,15,2,1,1,2985.4472,0.0,0.0,1.0
FDY50,12.86,0,0.13,0,88.7172,5,37,1,2,3,3301.0364,0.0,1.0,0.0
FDT26,18.85,1,0.068,0,120.344,9,23,1,0,1,1797.66,0.0,1.0,0.0
NCC30,16.6,0,0.028,0,176.6344,6,18,2,1,1,2676.516,0.0,0.0,1.0
NCE43,12.5,0,0.103,0,170.8448,8,25,2,0,1,4942.8992,0.0,0.0,1.0
DRK39,7.02,0,0.066,0,83.825,2,15,2,1,1,1414.825,0.0,0.0,1.0
FDL16,12.85,0,0.168,1,45.906,1,35,0,2,1,885.514,1.0,0.0,0.0
FDQ36,7.86,1,0.162,0,36.2848,3,13,1,2,2,1155.8288,0.0,1.0,0.0
FDS34,19.35,1,0.077,1,113.4518,6,18,2,1,1,1593.9252,0.0,0.0,1.0
FDN32,17.5,0,0.016,0,184.8266,7,20,2,1,1,2766.399,0.0,0.0,1.0
FDZ23,17.75,1,0.068,0,187.624,7,20,2,1,1,1491.392,0.0,0.0,1.0
DRL49,13.15,0,0.057,2,143.4812,9,23,1,0,1,854.8872,0.0,1.0,0.0
FDG33,5.37,1,0.14,0,173.7764,6,18,2,1,1,4637.9628,0.0,0.0,1.0
FDG04,13.1,0,0.006,1,187.5898,7,20,2,1,1,2432.1674,0.0,0.0,1.0
FDR04,7.08,0,0.023,1,97.0068,7,20,2,1,1,1944.136,0.0,0.0,1.0
FDF52,9.3,0,0.067,1,180.5292,6,18,2,1,1,2189.1504,0.0,0.0,1.0
FDT36,12.3,0,0.186,0,37.2874,0,24,2,2,0,176.437,0.0,0.0,1.0
FDH17,16.2,1,0.017,1,95.8726,1,35,0,2,1,1076.5986,1.0,0.0,0.0
NCL42,18.85,0,0.041,0,244.0144,2,15,2,1,1,5635.3312,0.0,0.0,1.0
DRN35,8.01,0,0.071,2,34.2532,3,13,1,2,2,467.3916,0.0,1.0,0.0
FDL21,12.86,1,0.013,1,38.748,4,37,2,0,0,79.896,0.0,0.0,1.0
FDX07,12.86,1,0.023,0,183.495,5,37,1,2,3,4577.375,0.0,1.0,0.0
FDW16,17.35,1,0.041,1,93.0804,8,25,2,0,1,826.9236,0.0,0.0,1.0
FDS11,12.86,1,0.055,0,222.5088,5,37,1,2,3,6501.8699,0.0,1.0,0.0
NCZ54,14.65,0,0.084,0,163.4552,3,13,1,2,2,2599.2832,0.0,1.0,0.0
FDH32,12.8,0,0.076,0,96.541,6,18,2,1,1,3765.099,0.0,0.0,1.0
NCQ17,12.86,0,0.116,2,158.363,5,37,1,2,3,4068.038,0.0,1.0,0.0
FDK38,6.65,0,0.053,1,147.7734,6,18,2,1,1,2078.6276,0.0,0.0,1.0
NCF55,6.67,0,0.022,0,35.6874,1,35,0,2,1,952.7598,1.0,0.0,0.0
FDW39,6.69,1,0.037,0,176.837,3,13,1,2,2,1411.496,0.0,1.0,0.0
FDX36,12.86,1,0.225,0,223.1404,4,37,2,0,0,450.0808,0.0,0.0,1.0
FDD47,7.6,1,0.143,0,171.7448,7,20,2,1,1,4431.5648,0.0,0.0,1.0
FDQ46,7.51,0,0.104,1,110.6544,1,35,0,2,1,1901.5248,1.0,0.0,0.0
FDE56,12.86,1,0.158,0,62.4194,5,37,1,2,3,2291.0178,0.0,1.0,0.0
FDY39,12.86,1,0.082,0,185.7608,4,37,2,0,0,1470.0864,0.0,0.0,1.0
FDG05,11.0,1,0.088,1,156.863,8,25,2,0,1,2972.797,0.0,0.0,1.0
NCR54,12.86,0,0.159,0,194.711,4,37,2,0,0,196.411,0.0,0.0,1.0
FDX57,17.25,1,0.047,1,95.8068,3,13,1,2,2,1263.6884,0.0,1.0,0.0
FDC17,12.86,0,0.015,1,208.9928,5,37,1,2,3,6501.8699,0.0,1.0,0.0
DRL60,12.86,0,0.047,2,150.6682,4,37,2,0,0,457.4046,0.0,0.0,1.0
FDO32,6.36,0,0.12,0,45.406,1,35,0,2,1,1118.544,1.0,0.0,0.0
NCO29,11.15,0,0.032,2,163.2526,1,35,0,2,1,1480.0734,1.0,0.0,0.0
FDJ36,12.86,1,0.128,0,104.5332,5,37,1,2,3,2563.33,0.0,1.0,0.0
NCF54,18.0,0,0.047,0,170.5422,7,20,2,1,1,3103.9596,0.0,0.0,1.0
FDV04,7.83,1,0.15,1,158.8288,6,18,2,1,1,1414.1592,0.0,0.0,1.0
NCK30,14.85,0,0.102,0,254.2698,0,24,2,2,0,1775.6886,0.0,0.0,1.0
FDX09,12.86,0,0.114,1,174.937,4,37,2,0,0,176.437,0.0,0.0,1.0
FDH53,20.5,1,0.019,1,83.7592,1,35,0,2,1,1403.5064,1.0,0.0,0.0
FDT22,10.39,0,0.112,1,60.622,7,20,2,1,1,778.986,0.0,0.0,1.0
DRF25,12.86,0,0.068,2,36.019,4,37,2,0,0,73.238,0.0,0.0,1.0
FDG56,13.3,1,0.072,0,60.8536,7,20,2,1,1,918.804,0.0,0.0,1.0
FDG38,12.86,1,0.052,1,83.6224,5,37,1,2,3,3494.1184,0.0,1.0,0.0
FDS34,19.35,1,0.077,1,114.8518,7,20,2,1,1,1707.777,0.0,0.0,1.0
FDP44,16.5,1,0.08,0,102.1332,9,23,1,0,1,1743.0644,0.0,1.0,0.0
FDW03,5.63,1,0.025,0,102.8306,1,35,0,2,1,1986.0814,1.0,0.0,0.0
FDU25,12.35,0,0.027,1,58.9246,3,13,1,2,2,926.7936,0.0,1.0,0.0
NCR17,9.8,0,0.024,2,116.4492,7,20,2,1,1,2780.3808,0.0,0.0,1.0
FDY39,5.3,1,0.047,0,181.9608,3,13,1,2,2,2388.8904,0.0,1.0,0.0
FDA03,18.5,1,0.046,0,146.3102,9,23,1,0,1,3645.255,0.0,1.0,0.0
FDG58,10.7,1,0.066,1,156.1972,8,25,2,0,1,1869.5664,0.0,0.0,1.0
NCB19,6.53,0,0.091,0,86.4882,2,15,2,1,1,1631.8758,0.0,0.0,1.0
FDI07,12.35,1,0.034,0,198.1426,9,23,1,0,1,3757.1094,0.0,1.0,0.0
NCS06,7.93,0,0.032,0,261.091,6,18,2,1,1,2366.919,0.0,0.0,1.0
FDX03,15.85,1,0.102,0,47.1744,0,24,2,2,0,90.5488,0.0,0.0,1.0
NCK29,5.62,0,0.066,2,121.973,8,25,2,0,1,2463.46,0.0,0.0,1.0
FDH16,10.5,0,0.053,1,90.783,1,35,0,2,1,1258.362,1.0,0.0,0.0
FDA55,12.86,1,0.057,0,223.8088,5,37,1,2,3,5592.72,0.0,1.0,0.0
FDS20,8.85,0,0.054,0,182.7292,9,23,1,0,1,4925.5884,0.0,1.0,0.0
FDS31,13.1,1,0.044,0,180.3318,8,25,2,0,1,2345.6134,0.0,0.0,1.0
FDA23,12.86,0,0.047,0,101.3016,5,37,1,2,3,2327.6368,0.0,1.0,0.0
NCU18,15.1,0,0.056,0,140.2496,6,18,2,1,1,2681.8424,0.0,0.0,1.0
FDE11,17.7,1,0.135,0,184.4924,1,35,0,2,1,3146.5708,1.0,0.0,0.0
FDE44,14.65,0,0.066,0,49.7692,7,20,2,1,1,837.5764,0.0,0.0,1.0
FDV51,16.35,0,0.033,0,165.7842,8,25,2,0,1,2652.5472,0.0,0.0,1.0
FDK51,19.85,0,0.005,0,264.5884,2,15,2,1,1,5829.7448,0.0,0.0,1.0
FDR36,6.71,1,0.122,0,43.5454,7,20,2,1,1,838.908,0.0,0.0,1.0
FDU40,20.85,0,0.037,1,192.5478,8,25,2,0,1,2906.217,0.0,0.0,1.0
FDU37,12.86,1,0.104,1,79.796,5,37,1,2,3,4074.696,0.0,1.0,0.0
FDV47,17.1,0,0.054,0,85.3566,1,35,0,2,1,1775.6886,1.0,0.0,0.0
FDF04,12.86,0,0.024,1,258.6304,4,37,2,0,0,516.6608,0.0,0.0,1.0
FDX16,17.85,0,0.066,1,147.805,6,18,2,1,1,1947.465,0.0,0.0,1.0
NCL05,19.6,0,0.048,2,45.077,1,35,0,2,1,605.878,1.0,0.0,0.0
